Title,Rating,M.R.P(₹),Price(₹),Discount,URL
"BEVA External CD/DVD Drive USB 3.0 & Type-C, CD DVD Burner Portable, Rewriter Reader DVD/CD-RW Plug and Play for Laptop Desktop Windows 7/8/10/11, Linux, Vista, Mac OS for MacBook, iMac",4.2 out of 5 stars,"1,499",840,44 %,https://www.amazon.in/BEVA-External-Portable-Rewriter-Desktop/dp/B081J484DB/ref=sr_1_260?dib=eyJ2IjoiMSJ9.1_hPc9WLWcrZF3CO1qbNXQaRMuZi93x2lRIqMXjwPCxqUSplMP6Tms2lrsti-SgcwCp4lIxT07TAA3rjuULJwnevta6ob2_wEPEJz-jCvmIgmpnLmD5zqZEMJeyHhgQE00zOesTOOuwTrIh42Bk2B9QBhCYDy3xj3-p1aO5D2cxSfhLaD5ZDs2RcjNgiMZTTXi3RWbMWk1un-4M2ynEKzf6ywTX5j5WlXkzYJTFqkb4.uMvzfMzn8dlNIZsJAO6F9ZeiezlW70VTgxunUdQVV1I&dib_tag=se&keywords=Laptop&qid=1763011038&sr=8-260
Floral-D11 Top+Wrist Pad Vinyl Laptop Skin/Sticker/Cover for 14 Inches Laptops Laminated-Removable-HD Quality Compatible for Hp-Dell-Sony-Lenovo-Asus etc.(13.8x9.6 Inches),5.0 out of 5 stars,499,259,48 %,https://www.amazon.in/Galaxsia-Floral-D11-Laminated-Removable-HD-Compatible-Hp-Dell-Sony-Lenovo-Asus/dp/B0CPV8RS7L/ref=sr_1_261?dib=eyJ2IjoiMSJ9.1_hPc9WLWcrZF3CO1qbNXQaRMuZi93x2lRIqMXjwPCxqUSplMP6Tms2lrsti-SgcwCp4lIxT07TAA3rjuULJwnevta6ob2_wEPEJz-jCvmIgmpnLmD5zqZEMJeyHhgQE00zOesTOOuwTrIh42Bk2B9QBhCYDy3xj3-p1aO5D2cxSfhLaD5ZDs2RcjNgiMZTTXi3RWbMWk1un-4M2ynEKzf6ywTX5j5WlXkzYJTFqkb4.uMvzfMzn8dlNIZsJAO6F9ZeiezlW70VTgxunUdQVV1I&dib_tag=se&keywords=Laptop&qid=1763011038&sr=8-261
"Amkette New and Improved Optimus BT 4 in 1 Multi Device Wireless Keyboard/Bluetooth Keyboard | One Click Device Switching and AI Access for Windows, MacOs, Android and iOS, Dual OS Layout (Black)",3.9 out of 5 stars,"1,799",879,51 %,https://www.amazon.in/Amkette-Wireless-Bluetooth-Connectivity-Multimedia/dp/B0D6G1TVWL/ref=sr_1_262?dib=eyJ2IjoiMSJ9.1_hPc9WLWcrZF3CO1qbNXQaRMuZi93x2lRIqMXjwPCxqUSplMP6Tms2lrsti-SgcwCp4lIxT07TAA3rjuULJwnevta6ob2_wEPEJz-jCvmIgmpnLmD5zqZEMJeyHhgQE00zOesTOOuwTrIh42Bk2B9QBhCYDy3xj3-p1aO5D2cxSfhLaD5ZDs2RcjNgiMZTTXi3RWbMWk1un-4M2ynEKzf6ywTX5j5WlXkzYJTFqkb4.uMvzfMzn8dlNIZsJAO6F9ZeiezlW70VTgxunUdQVV1I&dib_tag=se&keywords=Laptop&qid=1763011038&sr=8-262
Space D15 Full Body Vinyl Laptop Skin/Sticker/Cover Upto 15.6 Inches Laptops Laminated-Removable-HD Quality Compatible for Hp-Dell-Sony-Lenovo-Asus etc.(15x10 Inches),3.9 out of 5 stars,599,298,50 %,https://www.amazon.in/Galaxsia-Sticker-Laminated-Removable-HD-Compatible-Hp-Dell-Sony-Lenovo-Asus/dp/B0DR2TBDTC/ref=sr_1_263?dib=eyJ2IjoiMSJ9.1_hPc9WLWcrZF3CO1qbNXQaRMuZi93x2lRIqMXjwPCxqUSplMP6Tms2lrsti-SgcwCp4lIxT07TAA3rjuULJwnevta6ob2_wEPEJz-jCvmIgmpnLmD5zqZEMJeyHhgQE00zOesTOOuwTrIh42Bk2B9QBhCYDy3xj3-p1aO5D2cxSfhLaD5ZDs2RcjNgiMZTTXi3RWbMWk1un-4M2ynEKzf6ywTX5j5WlXkzYJTFqkb4.uMvzfMzn8dlNIZsJAO6F9ZeiezlW70VTgxunUdQVV1I&dib_tag=se&keywords=Laptop&qid=1763011038&sr=8-263
Amkette Hush Pro Epic Rechargeable Wireless Mouse/Bluetooth Mouse | 3 Device Connectivity with Bluetooth and USB 2.4 GHz | 2400 DPI | Silent Switches | Ergonomic Design | Type C Charging | Black,4.2 out of 5 stars,"1,299",699,46 %,https://www.amazon.in/Amkette-Rechargeable-Connectivity-Bluetooth-Ergonomic/dp/B0DF2W7XXF/ref=sr_1_264?dib=eyJ2IjoiMSJ9.1_hPc9WLWcrZF3CO1qbNXQaRMuZi93x2lRIqMXjwPCxqUSplMP6Tms2lrsti-SgcwCp4lIxT07TAA3rjuULJwnevta6ob2_wEPEJz-jCvmIgmpnLmD5zqZEMJeyHhgQE00zOesTOOuwTrIh42Bk2B9QBhCYDy3xj3-p1aO5D2cxSfhLaD5ZDs2RcjNgiMZTTXi3RWbMWk1un-4M2ynEKzf6ywTX5j5WlXkzYJTFqkb4.uMvzfMzn8dlNIZsJAO6F9ZeiezlW70VTgxunUdQVV1I&dib_tag=se&keywords=Laptop&qid=1763011038&sr=8-264
There is Hope Full Body Vinyl Laptop Skin/Sticker/Cover Upto 15.6 Inches Laptops Laminated-Removable-HD Quality Compatible for Hp-Dell-Sony-Lenovo-Asus etc.(15x10 Inches),3.2 out of 5 stars,599,299,50 %,https://www.amazon.in/Galaxsia-Sticker-Laminated-Removable-HD-Compatible-Hp-Dell-Sony-Lenovo-Asus/dp/B0DR2V2L2L/ref=sr_1_265?dib=eyJ2IjoiMSJ9.1_hPc9WLWcrZF3CO1qbNXQaRMuZi93x2lRIqMXjwPCxqUSplMP6Tms2lrsti-SgcwCp4lIxT07TAA3rjuULJwnevta6ob2_wEPEJz-jCvmIgmpnLmD5zqZEMJeyHhgQE00zOesTOOuwTrIh42Bk2B9QBhCYDy3xj3-p1aO5D2cxSfhLaD5ZDs2RcjNgiMZTTXi3RWbMWk1un-4M2ynEKzf6ywTX5j5WlXkzYJTFqkb4.uMvzfMzn8dlNIZsJAO6F9ZeiezlW70VTgxunUdQVV1I&dib_tag=se&keywords=Laptop&qid=1763011038&sr=8-265
"BARROT TV & Laptop Screen Cleaner (500ml) | Designed for LED/OLED/QLED/Plasma/LCD Displays | New Non-Alcohol Formula, Anti-Static, Safe for All Screens | Plush Microfiber Included",4.3 out of 5 stars,699,399,43 %,https://www.amazon.in/BARROT-Universal-Macbooks-Monitors-Microfiber/dp/B0BXPVJF2Y/ref=sr_1_266?dib=eyJ2IjoiMSJ9.1_hPc9WLWcrZF3CO1qbNXQaRMuZi93x2lRIqMXjwPCxqUSplMP6Tms2lrsti-SgcwCp4lIxT07TAA3rjuULJwnevta6ob2_wEPEJz-jCvmIgmpnLmD5zqZEMJeyHhgQE00zOesTOOuwTrIh42Bk2B9QBhCYDy3xj3-p1aO5D2cxSfhLaD5ZDs2RcjNgiMZTTXi3RWbMWk1un-4M2ynEKzf6ywTX5j5WlXkzYJTFqkb4.uMvzfMzn8dlNIZsJAO6F9ZeiezlW70VTgxunUdQVV1I&dib_tag=se&keywords=Laptop&qid=1763011038&sr=8-266
"Dell DB16255, R5-340 AI Processor, 16 GB LPDDR5X, 512 GB SSD, 16"" (40.64 cm) FHD Plus, Win11+MSO 2024, Ice Blue, 1.83 Kg, AMD Radeon™ Graphics, 300 Nits IPS, Backlit+FPS Keyboard, AI Powered Laptop",3.8 out of 5 stars,"89,250","71,490",20 %,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3ODk3NTI0NzAwOTkzMjU3OjE3NjMwMTEwMzg6c3BfbXRmOjMwMDgwMDk5NTc0NTQzMjo6MDo6&url=%2FDell-DB16255-Processor-RadeonTM-Graphics%2Fdp%2FB0FJFTD1X6%2Fref%3Dsr_1_267_sspa%3Fdib%3DeyJ2IjoiMSJ9.1_hPc9WLWcrZF3CO1qbNXQaRMuZi93x2lRIqMXjwPCxqUSplMP6Tms2lrsti-SgcwCp4lIxT07TAA3rjuULJwnevta6ob2_wEPEJz-jCvmIgmpnLmD5zqZEMJeyHhgQE00zOesTOOuwTrIh42Bk2B9QBhCYDy3xj3-p1aO5D2cxSfhLaD5ZDs2RcjNgiMZTTXi3RWbMWk1un-4M2ynEKzf6ywTX5j5WlXkzYJTFqkb4.uMvzfMzn8dlNIZsJAO6F9ZeiezlW70VTgxunUdQVV1I%26dib_tag%3Dse%26keywords%3DLaptop%26qid%3D1763011038%26sr%3D8-267-spons%26aref%3DY3zwY72CwC%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=Y3zwY72CwC&sp_cr=ZAZ
"Lenovo IdeaPad Slim 5, AMD Ryzen AI 7 350, 24GB RAM, 1TB SSD, WUXGA OLED 14""(35.5cm), Win11, Office Home'24, Grey, 1.4Kg, 83HX001NIN, Copilot+ PC, Backlit Keyboard, 1Yr ADP Free AI Powered Laptop",3.5 out of 5 stars,"1,25,890","86,231",32 %,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3ODk3NTI0NzAwOTkzMjU3OjE3NjMwMTEwMzg6c3BfbXRmOjMwMDc4MDA3NjE1NzYzMjo6MDo6&url=%2FLenovo-IdeaPad-83HX001NIN-Copilot-Keyboard%2Fdp%2FB0F4XHB911%2Fref%3Dsr_1_268_sspa%3Fdib%3DeyJ2IjoiMSJ9.1_hPc9WLWcrZF3CO1qbNXQaRMuZi93x2lRIqMXjwPCxqUSplMP6Tms2lrsti-SgcwCp4lIxT07TAA3rjuULJwnevta6ob2_wEPEJz-jCvmIgmpnLmD5zqZEMJeyHhgQE00zOesTOOuwTrIh42Bk2B9QBhCYDy3xj3-p1aO5D2cxSfhLaD5ZDs2RcjNgiMZTTXi3RWbMWk1un-4M2ynEKzf6ywTX5j5WlXkzYJTFqkb4.uMvzfMzn8dlNIZsJAO6F9ZeiezlW70VTgxunUdQVV1I%26dib_tag%3Dse%26keywords%3DLaptop%26qid%3D1763011038%26sr%3D8-268-spons%26aref%3DgF5bhivy23%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=gF5bhivy23&sp_cr=ZAZ
"24x7 eMall Under Desk Laptop Holder Wall Mount Holder for Laptops, Carbon Steel, Scratch Resistant Strips, Adjustable Mounts Use Slide In And Slide Out Design. Device Thickness Should Not exceed 35mm.",4.6 out of 5 stars,"1,999","1,199",40 %,https://www.amazon.in/24x7-eMall-Resistant-Adjustable-Thickness/dp/B0F7RDJC7K/ref=sr_1_269?dib=eyJ2IjoiMSJ9.1_hPc9WLWcrZF3CO1qbNXQaRMuZi93x2lRIqMXjwPCxqUSplMP6Tms2lrsti-SgcwCp4lIxT07TAA3rjuULJwnevta6ob2_wEPEJz-jCvmIgmpnLmD5zqZEMJeyHhgQE00zOesTOOuwTrIh42Bk2B9QBhCYDy3xj3-p1aO5D2cxSfhLaD5ZDs2RcjNgiMZTTXi3RWbMWk1un-4M2ynEKzf6ywTX5j5WlXkzYJTFqkb4.uMvzfMzn8dlNIZsJAO6F9ZeiezlW70VTgxunUdQVV1I&dib_tag=se&keywords=Laptop&qid=1763011038&sr=8-269
"Replacement HP 65W USB C Laptop Charger AC Adapter Replacement for HP Spectre X360,Spectre,Elitebook x360,Elitebook,Envy,Chromebook,Elite x2,ProBook Travel Type C (Fit with Power Cable)",3.8 out of 5 stars,"8,000","1,139",86 %,https://www.amazon.in/Replacement-Charger-Adapter-Elitebook-Chromebook/dp/B0F9F5G7L2/ref=sr_1_270?dib=eyJ2IjoiMSJ9.1_hPc9WLWcrZF3CO1qbNXQaRMuZi93x2lRIqMXjwPCxqUSplMP6Tms2lrsti-SgcwCp4lIxT07TAA3rjuULJwnevta6ob2_wEPEJz-jCvmIgmpnLmD5zqZEMJeyHhgQE00zOesTOOuwTrIh42Bk2B9QBhCYDy3xj3-p1aO5D2cxSfhLaD5ZDs2RcjNgiMZTTXi3RWbMWk1un-4M2ynEKzf6ywTX5j5WlXkzYJTFqkb4.uMvzfMzn8dlNIZsJAO6F9ZeiezlW70VTgxunUdQVV1I&dib_tag=se&keywords=Laptop&qid=1763011038&sr=8-270
"Sounce 9.5mm Optical Bay Hard Drive Caddy for SSD & HDD | 2nd Hard Drive Adapter for Laptop | SATA 2.5"" HDD/SSD Enclosure | Expand & Upgrade Your Laptop Storage with Ease",4.0 out of 5 stars,699,169,76 %,https://www.amazon.in/Sounce-Optical-Adapter-Enclosure-Upgrade/dp/B0DY1ML2B3/ref=sr_1_271?dib=eyJ2IjoiMSJ9.1_hPc9WLWcrZF3CO1qbNXQaRMuZi93x2lRIqMXjwPCxqUSplMP6Tms2lrsti-SgcwCp4lIxT07TAA3rjuULJwnevta6ob2_wEPEJz-jCvmIgmpnLmD5zqZEMJeyHhgQE00zOesTOOuwTrIh42Bk2B9QBhCYDy3xj3-p1aO5D2cxSfhLaD5ZDs2RcjNgiMZTTXi3RWbMWk1un-4M2ynEKzf6ywTX5j5WlXkzYJTFqkb4.uMvzfMzn8dlNIZsJAO6F9ZeiezlW70VTgxunUdQVV1I&dib_tag=se&keywords=Laptop&qid=1763011038&sr=8-271
"Tobo 100W (4.0x1.35mm) Type C Female to DC Converter for Asus X201E, X553S, X200LA, Fast Charging Type C to Asus Laptop PD Adapter TD-1255CC",3.4 out of 5 stars,"2,999",579,81 %,https://www.amazon.in/Tobo-4-0x1-35mm-Converter-Charging-TD-1255CC/dp/B0DBDCFQKN/ref=sr_1_272?dib=eyJ2IjoiMSJ9.1_hPc9WLWcrZF3CO1qbNXQaRMuZi93x2lRIqMXjwPCxqUSplMP6Tms2lrsti-SgcwCp4lIxT07TAA3rjuULJwnevta6ob2_wEPEJz-jCvmIgmpnLmD5zqZEMJeyHhgQE00zOesTOOuwTrIh42Bk2B9QBhCYDy3xj3-p1aO5D2cxSfhLaD5ZDs2RcjNgiMZTTXi3RWbMWk1un-4M2ynEKzf6ywTX5j5WlXkzYJTFqkb4.uMvzfMzn8dlNIZsJAO6F9ZeiezlW70VTgxunUdQVV1I&dib_tag=se&keywords=Laptop&qid=1763011038&sr=8-272
"Gizga Pro Series 6-in-1 Cleaning KIT - 30ml Cleaning Spray, Air Blower, 50-Lens Tissues, 5 Sensor Swabs, Brush, Microfiber Cloth for Laptop, PC, Binocular, DSLR Camera Lens, Smartphone, Tablet",4.2 out of 5 stars,499,279,44 %,https://www.amazon.in/Essentials-Cleaning-Solution-Microfiber-Smartphone/dp/B01IBRHE3E/ref=sr_1_273?dib=eyJ2IjoiMSJ9.1_hPc9WLWcrZF3CO1qbNXQaRMuZi93x2lRIqMXjwPCxqUSplMP6Tms2lrsti-SgcwCp4lIxT07TAA3rjuULJwnevta6ob2_wEPEJz-jCvmIgmpnLmD5zqZEMJeyHhgQE00zOesTOOuwTrIh42Bk2B9QBhCYDy3xj3-p1aO5D2cxSfhLaD5ZDs2RcjNgiMZTTXi3RWbMWk1un-4M2ynEKzf6ywTX5j5WlXkzYJTFqkb4.uMvzfMzn8dlNIZsJAO6F9ZeiezlW70VTgxunUdQVV1I&dib_tag=se&keywords=Laptop&qid=1763011038&sr=8-273
"Lenovo 150 Wireless Compact Mouse, 1K DPI Optical sensor, 2.4GHz Wireless NanoUSB, 10m range, 3button(left,right,scroll) upto 3M left/right clicks, 10month battery, Ambidextrous, Ergonomic, GY51L52638",4.2 out of 5 stars,"1,090",650,40 %,https://www.amazon.in/Lenovo-Wireless-Ambidextrous-Ergonomic-GY51L52638/dp/B0CFG5Q8BB/ref=sr_1_274?dib=eyJ2IjoiMSJ9.1_hPc9WLWcrZF3CO1qbNXQaRMuZi93x2lRIqMXjwPCxqUSplMP6Tms2lrsti-SgcwCp4lIxT07TAA3rjuULJwnevta6ob2_wEPEJz-jCvmIgmpnLmD5zqZEMJeyHhgQE00zOesTOOuwTrIh42Bk2B9QBhCYDy3xj3-p1aO5D2cxSfhLaD5ZDs2RcjNgiMZTTXi3RWbMWk1un-4M2ynEKzf6ywTX5j5WlXkzYJTFqkb4.uMvzfMzn8dlNIZsJAO6F9ZeiezlW70VTgxunUdQVV1I&dib_tag=se&keywords=Laptop&qid=1763011038&sr=8-274
"Anker Power Bank, 20,000mAh with Built-in USB-C Cable, 87W Max Fast Charging (PowerCore 20K for Laptop) Lenovo, HP, Dell, Microsoft, MacBook, iPad, iPhone, Apple Watches, Samsung and More - Black",4.3 out of 5 stars,"7,999","5,489",31 %,https://www.amazon.in/Anker-Charging-PowerCore-Microsoft-MacBook/dp/B0CXDXP8VR/ref=sr_1_275?dib=eyJ2IjoiMSJ9.1_hPc9WLWcrZF3CO1qbNXQaRMuZi93x2lRIqMXjwPCxqUSplMP6Tms2lrsti-SgcwCp4lIxT07TAA3rjuULJwnevta6ob2_wEPEJz-jCvmIgmpnLmD5zqZEMJeyHhgQE00zOesTOOuwTrIh42Bk2B9QBhCYDy3xj3-p1aO5D2cxSfhLaD5ZDs2RcjNgiMZTTXi3RWbMWk1un-4M2ynEKzf6ywTX5j5WlXkzYJTFqkb4.uMvzfMzn8dlNIZsJAO6F9ZeiezlW70VTgxunUdQVV1I&dib_tag=se&keywords=Laptop&qid=1763011038&sr=8-275
"UGREEN Vertical Laptop Stand Holder for Desk Adjustable, Aluminum Dock, Compatible with MacBook, Surface Book, Chromebook, up to 17.3 Inch, Silver",4.6 out of 5 stars,"4,498","2,124",53 %,https://www.amazon.in/UGREEN-Vertical-Laptop-Stand-Silver/dp/B0CY56Z14P/ref=sr_1_276?dib=eyJ2IjoiMSJ9.1_hPc9WLWcrZF3CO1qbNXQaRMuZi93x2lRIqMXjwPCxqUSplMP6Tms2lrsti-SgcwCp4lIxT07TAA3rjuULJwnevta6ob2_wEPEJz-jCvmIgmpnLmD5zqZEMJeyHhgQE00zOesTOOuwTrIh42Bk2B9QBhCYDy3xj3-p1aO5D2cxSfhLaD5ZDs2RcjNgiMZTTXi3RWbMWk1un-4M2ynEKzf6ywTX5j5WlXkzYJTFqkb4.uMvzfMzn8dlNIZsJAO6F9ZeiezlW70VTgxunUdQVV1I&dib_tag=se&keywords=Laptop&qid=1763011038&sr=8-276
"HP 15, 13th Gen Intel Core i5-1334U, (16GB DDR4,512GB SSD) Anti-Glare, Micro-Edge, FHD, 15.6''/39.6cm, Win11, M365 Basic(1yr)* Office24, Silver, 1.59kg, fd0577TU, Iris Xe, FHD Camera w/Shutter Laptop",3.7 out of 5 stars,"70,841","52,490",26 %,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3ODk3NTI0NzAwOTkzMjU3OjE3NjMwMTEwMzg6c3BfYnRmOjMwMDgwOTI5OTg4NzEzMjo6MDo6&url=%2FHP-i5-1334U-Anti-Glare-Micro-Edge-fd0577TU%2Fdp%2FB0F4R6H3NB%2Fref%3Dsr_1_277_sspa%3Fdib%3DeyJ2IjoiMSJ9.1_hPc9WLWcrZF3CO1qbNXQaRMuZi93x2lRIqMXjwPCxqUSplMP6Tms2lrsti-SgcwCp4lIxT07TAA3rjuULJwnevta6ob2_wEPEJz-jCvmIgmpnLmD5zqZEMJeyHhgQE00zOesTOOuwTrIh42Bk2B9QBhCYDy3xj3-p1aO5D2cxSfhLaD5ZDs2RcjNgiMZTTXi3RWbMWk1un-4M2ynEKzf6ywTX5j5WlXkzYJTFqkb4.uMvzfMzn8dlNIZsJAO6F9ZeiezlW70VTgxunUdQVV1I%26dib_tag%3Dse%26keywords%3DLaptop%26qid%3D1763011038%26sr%3D8-277-spons%26aref%3Dz3fc1ASvA3%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=z3fc1ASvA3&sp_cr=ZAZ
"Chuwi CoreBook X Laptop 14'' Intel Core i3-10100Y, 8GB RAM 256GB SSD, Windows 11 Laptop, 1920x1200 FHD Display, Up to 3.9GHz | WiFi | Webcam | BT4.2 | 38Wh Battery | Iron Gray",3.5 out of 5 stars,"39,990","19,990",50 %,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3ODk3NTI0NzAwOTkzMjU3OjE3NjMwMTEwMzg6c3BfYnRmOjMwMDc0MDAxMTg2NzkzMjo6MDo6&url=%2FChuwi-CoreBook-i3-10100Y-Windows-1920x1200%2Fdp%2FB0FNRHPKVL%2Fref%3Dsr_1_278_sspa%3Fdib%3DeyJ2IjoiMSJ9.1_hPc9WLWcrZF3CO1qbNXQaRMuZi93x2lRIqMXjwPCxqUSplMP6Tms2lrsti-SgcwCp4lIxT07TAA3rjuULJwnevta6ob2_wEPEJz-jCvmIgmpnLmD5zqZEMJeyHhgQE00zOesTOOuwTrIh42Bk2B9QBhCYDy3xj3-p1aO5D2cxSfhLaD5ZDs2RcjNgiMZTTXi3RWbMWk1un-4M2ynEKzf6ywTX5j5WlXkzYJTFqkb4.uMvzfMzn8dlNIZsJAO6F9ZeiezlW70VTgxunUdQVV1I%26dib_tag%3Dse%26keywords%3DLaptop%26qid%3D1763011038%26sr%3D8-278-spons%26aref%3DImOMqhCpKE%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=ImOMqhCpKE&sp_cr=ZAZ
"Apple 2025 MacBook Air (13-inch, Apple M4 chip with 10-core CPU and 8-core GPU, 16GB Unified Memory, 256GB) - Silver",4.6 out of 5 stars,"99,900","94,990",5 %,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDIxNDg4NjI3NTY0OTgwOjE3NjMwMTEwNDU6c3BfYXRmX25leHQ6MzAwNDk5NDUzMzQ3NzMyOjowOjo&url=%2FApple-MacBook-13-inch-10-core-Unified%2Fdp%2FB0DZDX3JF4%2Fref%3Dsr_1_273_sspa%3Fdib%3DeyJ2IjoiMSJ9.4Fc1-bD8hevwBOn1Ev2idtzof3P0b0SbLwILxYTYwDepn33WVDAMjrr1pXKDMjynN-YKJyYGgQlFZvRhU8S_SfNWpuI7MFo409ObIiJH40JeAA6YeamtnaKTdTDOwW-p9tBsKfPNAZidYutc3n39T_EW7OyNcDYnUTfyoZ_IjFysUfsFgiN9wutK3Ml-W4Zt87RsFJDZ4KJbGbOmWp3hha6m-J8HDZr4WpRAElnxHts.gq6G5GQaXOE91iYTwJDeSsKG-VVom9SCNeLE8FoJ_bM%26dib_tag%3Dse%26keywords%3DLaptop%26qid%3D1763011044%26sr%3D8-273-spons%26aref%3D3PwmGseZ5X%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=3PwmGseZ5X&sp_cr=ZAZ
"HP Smartchoice OmniBook 5 (Previously Pavilion) 50 TOPS, AMD Ryzen AI 7 350 (16GB LPDDR5X, 512GB SSD) WUXGA 2K, Touch, 16''/40.6cm, Win11,Office24, Silver, 1.8kg, ag1048au, Next-Gen AI Copilot+ Laptop",4.2 out of 5 stars,"99,527","81,990",18 %,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDIxNDg4NjI3NTY0OTgwOjE3NjMwMTEwNDU6c3BfYXRmX25leHQ6MzAwNzgwMDc2MTU3NTMyOjowOjo&url=%2FHP-OmniBook-Previously-Pavilion-Touchscreen%2Fdp%2FB0F1DDQFWS%2Fref%3Dsr_1_274_sspa%3Fdib%3DeyJ2IjoiMSJ9.4Fc1-bD8hevwBOn1Ev2idtzof3P0b0SbLwILxYTYwDepn33WVDAMjrr1pXKDMjynN-YKJyYGgQlFZvRhU8S_SfNWpuI7MFo409ObIiJH40JeAA6YeamtnaKTdTDOwW-p9tBsKfPNAZidYutc3n39T_EW7OyNcDYnUTfyoZ_IjFysUfsFgiN9wutK3Ml-W4Zt87RsFJDZ4KJbGbOmWp3hha6m-J8HDZr4WpRAElnxHts.gq6G5GQaXOE91iYTwJDeSsKG-VVom9SCNeLE8FoJ_bM%26dib_tag%3Dse%26keywords%3DLaptop%26qid%3D1763011044%26sr%3D8-274-spons%26aref%3DR3cL80vpPq%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=R3cL80vpPq&sp_cr=ZAZ
"Portronics MPort Spin 4-in-1 USB Hub Dock with Type-C, USB 3.0 SuperSpeed, Rotating USB Plug, 2-Port USB 2.0 High-Speed, for Laptop, PC (Black)",4.2 out of 5 stars,699,289,59 %,https://www.amazon.in/Portronics-Type-C-SuperSpeed-Rotating-High-Speed/dp/B0DTP6MN6N/ref=sr_1_275?dib=eyJ2IjoiMSJ9.4Fc1-bD8hevwBOn1Ev2idtzof3P0b0SbLwILxYTYwDepn33WVDAMjrr1pXKDMjynN-YKJyYGgQlFZvRhU8S_SfNWpuI7MFo409ObIiJH40JeAA6YeamtnaKTdTDOwW-p9tBsKfPNAZidYutc3n39T_EW7OyNcDYnUTfyoZ_IjFysUfsFgiN9wutK3Ml-W4Zt87RsFJDZ4KJbGbOmWp3hha6m-J8HDZr4WpRAElnxHts.gq6G5GQaXOE91iYTwJDeSsKG-VVom9SCNeLE8FoJ_bM&dib_tag=se&keywords=Laptop&qid=1763011044&sr=8-275
"Dell 15 Intel Core i5 13th Gen - 1334U, 16GB DDR4 RAM, 512GB SSD, FHD 15.6""/39.62 cm, Windows 11, MSO'21, Grey, 1.66kg, 120Hz 250 nits Display, 15 Month McAfee, Thin & Light Laptop",3.7 out of 5 stars,"72,598","52,748",27 %,https://www.amazon.in/Dell-Intel-Core-13th-Gen/dp/B0D2Y1BLDT/ref=sr_1_276?dib=eyJ2IjoiMSJ9.4Fc1-bD8hevwBOn1Ev2idtzof3P0b0SbLwILxYTYwDepn33WVDAMjrr1pXKDMjynN-YKJyYGgQlFZvRhU8S_SfNWpuI7MFo409ObIiJH40JeAA6YeamtnaKTdTDOwW-p9tBsKfPNAZidYutc3n39T_EW7OyNcDYnUTfyoZ_IjFysUfsFgiN9wutK3Ml-W4Zt87RsFJDZ4KJbGbOmWp3hha6m-J8HDZr4WpRAElnxHts.gq6G5GQaXOE91iYTwJDeSsKG-VVom9SCNeLE8FoJ_bM&dib_tag=se&keywords=Laptop&qid=1763011044&sr=8-276
"Portronics Toad 8 Transparent Wireless Bluetooth Mouse with Dual Wireless (BT + 2.4 GHz), Rechargeable Battery, Noise-Free Clicking, Show/Hide Desktop, Multi-Device Pair, Adjust Sensitivity (Grey)",4.4 out of 5 stars,"1,499",599,60 %,https://www.amazon.in/Portronics-Transparent-Rechargeable-Multi-Device-Sensitivity/dp/B0FDQ9M1SD/ref=sr_1_277?dib=eyJ2IjoiMSJ9.4Fc1-bD8hevwBOn1Ev2idtzof3P0b0SbLwILxYTYwDepn33WVDAMjrr1pXKDMjynN-YKJyYGgQlFZvRhU8S_SfNWpuI7MFo409ObIiJH40JeAA6YeamtnaKTdTDOwW-p9tBsKfPNAZidYutc3n39T_EW7OyNcDYnUTfyoZ_IjFysUfsFgiN9wutK3Ml-W4Zt87RsFJDZ4KJbGbOmWp3hha6m-J8HDZr4WpRAElnxHts.gq6G5GQaXOE91iYTwJDeSsKG-VVom9SCNeLE8FoJ_bM&dib_tag=se&keywords=Laptop&qid=1763011044&sr=8-277
